@relation 'iris(Tf06KTbDb)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2'

@attribute 'filtered-0-unfiltered-filtered-0-petal length in cm' {'\'(-inf--1.365132]\'','\'(-1.365132--1.308456]\'','\'(-1.308456--1.25178]\'','\'(-1.25178--0.203277]\'','\'(-0.203277-0.221791]\'','\'(0.221791-0.448495]\'','\'(0.448495-0.675198]\'','\'(0.675198-0.901901]\'','\'(0.901901-1.128605]\'','\'(1.128605-inf)\''}
@attribute 'unfiltered-filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(1.128605-inf)\'',1,6.3,3.3,Iris-virginica
'\'(0.675198-0.901901]\'',0.75,5.8,2.7,Iris-virginica
'\'(1.128605-inf)\'',0.833333,7.1,3,Iris-virginica
'\'(0.901901-1.128605]\'',0.708333,6.3,2.9,Iris-virginica
'\'(1.128605-inf)\'',0.875,6.5,3,Iris-virginica
'\'(1.128605-inf)\'',0.833333,7.6,3,Iris-virginica
'\'(0.221791-0.448495]\'',0.666667,4.9,2.5,Iris-virginica
'\'(1.128605-inf)\'',0.708333,7.3,2.9,Iris-virginica
'\'(1.128605-inf)\'',0.708333,6.7,2.5,Iris-virginica
'\'(1.128605-inf)\'',1,7.2,3.6,Iris-virginica
'\'(0.675198-0.901901]\'',0.791667,6.5,3.2,Iris-virginica
'\'(0.675198-0.901901]\'',0.75,6.4,2.7,Iris-virginica
'\'(0.901901-1.128605]\'',0.833333,6.8,3,Iris-virginica
'\'(0.675198-0.901901]\'',0.791667,5.7,2.5,Iris-virginica
'\'(0.675198-0.901901]\'',0.958333,5.8,2.8,Iris-virginica
'\'(0.675198-0.901901]\'',0.916667,6.4,3.2,Iris-virginica
'\'(0.901901-1.128605]\'',0.708333,6.5,3,Iris-virginica
'\'(1.128605-inf)\'',0.875,7.7,3.8,Iris-virginica
'\'(1.128605-inf)\'',0.916667,7.7,2.6,Iris-virginica
'\'(0.675198-0.901901]\'',0.583333,6,2.2,Iris-virginica
'\'(0.901901-1.128605]\'',0.916667,6.9,3.2,Iris-virginica
'\'(0.448495-0.675198]\'',0.791667,5.6,2.8,Iris-virginica
'\'(1.128605-inf)\'',0.791667,7.7,2.8,Iris-virginica
'\'(0.448495-0.675198]\'',0.708333,6.3,2.7,Iris-virginica
'\'(0.901901-1.128605]\'',0.833333,6.7,3.3,Iris-virginica
'\'(1.128605-inf)\'',0.708333,7.2,3.2,Iris-virginica
'\'(0.448495-0.675198]\'',0.708333,6.2,2.8,Iris-virginica
'\'(0.448495-0.675198]\'',0.708333,6.1,3,Iris-virginica
'\'(0.901901-1.128605]\'',0.833333,6.4,2.8,Iris-virginica
'\'(1.128605-inf)\'',0.625,7.2,3,Iris-virginica
'\'(1.128605-inf)\'',0.75,7.4,2.8,Iris-virginica
'\'(1.128605-inf)\'',0.791667,7.9,3.8,Iris-virginica
'\'(0.901901-1.128605]\'',0.875,6.4,2.8,Iris-virginica
'\'(0.675198-0.901901]\'',0.583333,6.3,2.8,Iris-virginica
'\'(0.901901-1.128605]\'',0.541667,6.1,2.6,Iris-virginica
'\'(1.128605-inf)\'',0.916667,7.7,3,Iris-virginica
'\'(0.901901-1.128605]\'',0.958333,6.3,3.4,Iris-virginica
'\'(0.901901-1.128605]\'',0.708333,6.4,3.1,Iris-virginica
'\'(0.448495-0.675198]\'',0.708333,6,3,Iris-virginica
'\'(0.901901-1.128605]\'',0.833333,6.9,3.1,Iris-virginica
'\'(0.901901-1.128605]\'',0.958333,6.7,3.1,Iris-virginica
'\'(0.675198-0.901901]\'',0.916667,6.9,3.1,Iris-virginica
'\'(0.675198-0.901901]\'',0.75,5.8,2.7,Iris-virginica
'\'(1.128605-inf)\'',0.916667,6.8,3.2,Iris-virginica
'\'(0.901901-1.128605]\'',1,6.7,3.3,Iris-virginica
'\'(0.675198-0.901901]\'',0.916667,6.7,3,Iris-virginica
'\'(0.675198-0.901901]\'',0.75,6.3,2.5,Iris-virginica
'\'(0.675198-0.901901]\'',0.791667,6.5,3,Iris-virginica
'\'(0.901901-1.128605]\'',0.916667,6.2,3.4,Iris-virginica
'\'(0.675198-0.901901]\'',0.708333,5.9,3,Iris-virginica
