@relation 'iris(Tf06KTbDb)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2'

@attribute 'filtered-0-unfiltered-filtered-0-petal length in cm' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'unfiltered-filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(0.6-0.7]\'',0.708333,5.9,3.2,Iris-versicolor
'\'(0.5-0.6]\'',0.5,6.1,2.8,Iris-versicolor
'\'(0.6-0.7]\'',0.583333,6.3,2.5,Iris-versicolor
'\'(0.6-0.7]\'',0.458333,6.1,2.8,Iris-versicolor
'\'(0.5-0.6]\'',0.5,6.4,2.9,Iris-versicolor
'\'(0.5-0.6]\'',0.541667,6.6,3,Iris-versicolor
'\'(0.6-0.7]\'',0.541667,6.8,2.8,Iris-versicolor
'\'(0.6-0.7]\'',0.666667,6.7,3,Iris-versicolor
'\'(0.5-0.6]\'',0.583333,6,2.9,Iris-versicolor
'\'(0.4-0.5]\'',0.375,5.7,2.6,Iris-versicolor
'\'(0.4-0.5]\'',0.416667,5.5,2.4,Iris-versicolor
'\'(0.4-0.5]\'',0.375,5.5,2.4,Iris-versicolor
'\'(0.4-0.5]\'',0.458333,5.8,2.7,Iris-versicolor
'\'(0.6-0.7]\'',0.625,6,2.7,Iris-versicolor
'\'(0.5-0.6]\'',0.583333,5.4,3,Iris-versicolor
'\'(0.5-0.6]\'',0.625,6,3.4,Iris-versicolor
'\'(0.6-0.7]\'',0.583333,6.7,3.1,Iris-versicolor
'\'(0.5-0.6]\'',0.5,6.3,2.3,Iris-versicolor
'\'(0.5-0.6]\'',0.5,5.6,3,Iris-versicolor
'\'(0.5-0.6]\'',0.5,5.5,2.5,Iris-versicolor
'\'(0.5-0.6]\'',0.458333,5.5,2.6,Iris-versicolor
'\'(0.6-0.7]\'',0.541667,6.1,3,Iris-versicolor
'\'(0.5-0.6]\'',0.458333,5.8,2.6,Iris-versicolor
'\'(0.3-0.4]\'',0.375,5,2.3,Iris-versicolor
'\'(0.5-0.6]\'',0.5,5.6,2.7,Iris-versicolor
'\'(0.5-0.6]\'',0.458333,5.7,3,Iris-versicolor
'\'(0.5-0.6]\'',0.5,5.7,2.9,Iris-versicolor
'\'(0.5-0.6]\'',0.5,6.2,2.9,Iris-versicolor
'\'(0.3-0.4]\'',0.416667,5.1,2.5,Iris-versicolor
'\'(0.5-0.6]\'',0.5,5.7,2.8,Iris-versicolor
'\'(0.8-0.9]\'',1,6.3,3.3,Iris-virginica
'\'(0.6-0.7]\'',0.75,5.8,2.7,Iris-virginica
'\'(0.8-0.9]\'',0.833333,7.1,3,Iris-virginica
'\'(0.7-0.8]\'',0.708333,6.3,2.9,Iris-virginica
'\'(0.8-0.9]\'',0.875,6.5,3,Iris-virginica
'\'(0.9-inf)\'',0.833333,7.6,3,Iris-virginica
'\'(0.5-0.6]\'',0.666667,4.9,2.5,Iris-virginica
'\'(0.8-0.9]\'',0.708333,7.3,2.9,Iris-virginica
'\'(0.8-0.9]\'',0.708333,6.7,2.5,Iris-virginica
'\'(0.8-0.9]\'',1,7.2,3.6,Iris-virginica
'\'(0.6-0.7]\'',0.791667,6.5,3.2,Iris-virginica
'\'(0.7-0.8]\'',0.75,6.4,2.7,Iris-virginica
'\'(0.7-0.8]\'',0.833333,6.8,3,Iris-virginica
'\'(0.6-0.7]\'',0.791667,5.7,2.5,Iris-virginica
'\'(0.6-0.7]\'',0.958333,5.8,2.8,Iris-virginica
'\'(0.7-0.8]\'',0.916667,6.4,3.2,Iris-virginica
'\'(0.7-0.8]\'',0.708333,6.5,3,Iris-virginica
'\'(0.9-inf)\'',0.875,7.7,3.8,Iris-virginica
'\'(0.9-inf)\'',0.916667,7.7,2.6,Iris-virginica
'\'(0.6-0.7]\'',0.583333,6,2.2,Iris-virginica
'\'(0.7-0.8]\'',0.916667,6.9,3.2,Iris-virginica
'\'(0.6-0.7]\'',0.791667,5.6,2.8,Iris-virginica
'\'(0.9-inf)\'',0.791667,7.7,2.8,Iris-virginica
'\'(0.6-0.7]\'',0.708333,6.3,2.7,Iris-virginica
'\'(0.7-0.8]\'',0.833333,6.7,3.3,Iris-virginica
'\'(0.8-0.9]\'',0.708333,7.2,3.2,Iris-virginica
'\'(0.6-0.7]\'',0.708333,6.2,2.8,Iris-virginica
'\'(0.6-0.7]\'',0.708333,6.1,3,Iris-virginica
'\'(0.7-0.8]\'',0.833333,6.4,2.8,Iris-virginica
'\'(0.8-0.9]\'',0.625,7.2,3,Iris-virginica
'\'(0.8-0.9]\'',0.75,7.4,2.8,Iris-virginica
'\'(0.9-inf)\'',0.791667,7.9,3.8,Iris-virginica
'\'(0.7-0.8]\'',0.875,6.4,2.8,Iris-virginica
'\'(0.6-0.7]\'',0.583333,6.3,2.8,Iris-virginica
'\'(0.7-0.8]\'',0.541667,6.1,2.6,Iris-virginica
'\'(0.8-0.9]\'',0.916667,7.7,3,Iris-virginica
'\'(0.7-0.8]\'',0.958333,6.3,3.4,Iris-virginica
'\'(0.7-0.8]\'',0.708333,6.4,3.1,Iris-virginica
'\'(0.6-0.7]\'',0.708333,6,3,Iris-virginica
'\'(0.7-0.8]\'',0.833333,6.9,3.1,Iris-virginica
'\'(0.7-0.8]\'',0.958333,6.7,3.1,Iris-virginica
'\'(0.6-0.7]\'',0.916667,6.9,3.1,Iris-virginica
'\'(0.6-0.7]\'',0.75,5.8,2.7,Iris-virginica
'\'(0.8-0.9]\'',0.916667,6.8,3.2,Iris-virginica
'\'(0.7-0.8]\'',1,6.7,3.3,Iris-virginica
'\'(0.7-0.8]\'',0.916667,6.7,3,Iris-virginica
'\'(0.6-0.7]\'',0.75,6.3,2.5,Iris-virginica
'\'(0.7-0.8]\'',0.791667,6.5,3,Iris-virginica
'\'(0.7-0.8]\'',0.916667,6.2,3.4,Iris-virginica
'\'(0.6-0.7]\'',0.708333,5.9,3,Iris-virginica
