@relation 'iris(Tf06KTbDb)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2'

@attribute 'filtered-0-unfiltered-sepal width in cm' {'\'(-inf-2.55]\'','\'(2.55-2.75]\'','\'(2.75-2.85]\'','\'(2.85-2.95]\'','\'(2.95-3.05]\'','\'(3.05-3.15]\'','\'(3.15-3.25]\'','\'(3.25-3.45]\'','\'(3.45-3.75]\'','\'(3.75-inf)\''}
@attribute 'unfiltered-filtered-0-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(3.15-3.25]\'',1.276066,5.7,2.3,Iris-virginica
'\'(2.75-2.85]\'',-0.293857,4.9,2,Iris-virginica
'\'(2.75-2.85]\'',2.242172,6.7,2,Iris-virginica
'\'(2.55-2.75]\'',0.551486,4.9,1.8,Iris-virginica
'\'(3.25-3.45]\'',1.034539,5.7,2.1,Iris-virginica
'\'(3.15-3.25]\'',1.638355,6,1.8,Iris-virginica
'\'(2.75-2.85]\'',0.430722,4.8,1.8,Iris-virginica
'\'(2.95-3.05]\'',0.309959,4.9,1.8,Iris-virginica
'\'(2.75-2.85]\'',0.672249,5.6,2.1,Iris-virginica
'\'(2.95-3.05]\'',1.638355,5.8,1.6,Iris-virginica
'\'(2.75-2.85]\'',1.879882,6.1,1.9,Iris-virginica
'\'(3.75-inf)\'',2.483699,6.4,2,Iris-virginica
'\'(2.75-2.85]\'',0.672249,5.6,2.2,Iris-virginica
'\'(2.75-2.85]\'',0.551486,5.1,1.5,Iris-virginica
'\'(2.55-2.75]\'',0.309959,5.6,1.4,Iris-virginica
'\'(2.95-3.05]\'',2.242172,6.1,2.3,Iris-virginica
'\'(3.25-3.45]\'',0.551486,5.6,2.4,Iris-virginica
'\'(3.05-3.15]\'',0.672249,5.5,1.8,Iris-virginica
'\'(2.95-3.05]\'',0.189196,4.8,1.8,Iris-virginica
'\'(3.05-3.15]\'',1.276066,5.4,2.1,Iris-virginica
'\'(3.05-3.15]\'',1.034539,5.6,2.4,Iris-virginica
'\'(3.05-3.15]\'',1.276066,5.1,2.3,Iris-virginica
'\'(2.55-2.75]\'',-0.052331,5.1,1.9,Iris-virginica
'\'(3.15-3.25]\'',1.155302,5.9,2.3,Iris-virginica
'\'(3.25-3.45]\'',1.034539,5.7,2.5,Iris-virginica
'\'(2.95-3.05]\'',1.034539,5.2,2.3,Iris-virginica
'\'(-inf-2.55]\'',0.551486,5,1.9,Iris-virginica
'\'(2.95-3.05]\'',0.793012,5.2,2,Iris-virginica
'\'(3.25-3.45]\'',0.430722,5.4,2.3,Iris-virginica
'\'(2.95-3.05]\'',0.068433,5.1,1.8,Iris-virginica
