@relation 'iris(Tf06KTbDb)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2'

@attribute 'filtered-0-unfiltered-filtered-0-petal length in cm' {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute 'unfiltered-filtered-0-unfiltered-petal width in cm' {'\'(-inf-0.15]\'','\'(0.15-0.25]\'','\'(0.25-0.55]\'','\'(0.55-1.25]\'','\'(1.25-1.35]\'','\'(1.35-1.55]\'','\'(1.55-1.85]\'','\'(1.85-2.05]\'','\'(2.05-2.25]\'','\'(2.25-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(-inf-0.1]\'','\'(0.15-0.25]\'',5,3.2,Iris-setosa
'\'(-inf-0.1]\'','\'(0.15-0.25]\'',5.5,3.5,Iris-setosa
'\'(-inf-0.1]\'','\'(-inf-0.15]\'',4.9,3.1,Iris-setosa
'\'(-inf-0.1]\'','\'(0.15-0.25]\'',4.4,3,Iris-setosa
'\'(-inf-0.1]\'','\'(0.15-0.25]\'',5.1,3.4,Iris-setosa
'\'(-inf-0.1]\'','\'(0.25-0.55]\'',5,3.5,Iris-setosa
'\'(-inf-0.1]\'','\'(0.25-0.55]\'',4.5,2.3,Iris-setosa
'\'(-inf-0.1]\'','\'(0.15-0.25]\'',4.4,3.2,Iris-setosa
'\'(0.1-0.2]\'','\'(0.55-1.25]\'',5,3.5,Iris-setosa
'\'(0.1-0.2]\'','\'(0.25-0.55]\'',5.1,3.8,Iris-setosa
'\'(-inf-0.1]\'','\'(0.25-0.55]\'',4.8,3,Iris-setosa
'\'(0.1-0.2]\'','\'(0.15-0.25]\'',5.1,3.8,Iris-setosa
'\'(-inf-0.1]\'','\'(0.15-0.25]\'',4.6,3.2,Iris-setosa
'\'(-inf-0.1]\'','\'(0.15-0.25]\'',5.3,3.7,Iris-setosa
'\'(-inf-0.1]\'','\'(0.15-0.25]\'',5,3.3,Iris-setosa
'\'(0.6-0.7]\'','\'(1.35-1.55]\'',7,3.2,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.35-1.55]\'',6.4,3.2,Iris-versicolor
'\'(0.6-0.7]\'','\'(1.35-1.55]\'',6.9,3.1,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.25-1.35]\'',5.5,2.3,Iris-versicolor
'\'(0.6-0.7]\'','\'(1.35-1.55]\'',6.5,2.8,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.25-1.35]\'',5.7,2.8,Iris-versicolor
'\'(0.6-0.7]\'','\'(1.55-1.85]\'',6.3,3.3,Iris-versicolor
'\'(0.3-0.4]\'','\'(0.55-1.25]\'',4.9,2.4,Iris-versicolor
'\'(0.6-0.7]\'','\'(1.25-1.35]\'',6.6,2.9,Iris-versicolor
'\'(0.4-0.5]\'','\'(1.35-1.55]\'',5.2,2.7,Iris-versicolor
'\'(0.4-0.5]\'','\'(0.55-1.25]\'',5,2,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.35-1.55]\'',5.9,3,Iris-versicolor
'\'(0.5-0.6]\'','\'(0.55-1.25]\'',6,2.2,Iris-versicolor
'\'(0.6-0.7]\'','\'(1.35-1.55]\'',6.1,2.9,Iris-versicolor
'\'(0.4-0.5]\'','\'(1.25-1.35]\'',5.6,2.9,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.35-1.55]\'',6.7,3.1,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.35-1.55]\'',5.6,3,Iris-versicolor
'\'(0.5-0.6]\'','\'(0.55-1.25]\'',5.8,2.7,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.35-1.55]\'',6.2,2.2,Iris-versicolor
'\'(0.4-0.5]\'','\'(0.55-1.25]\'',5.6,2.5,Iris-versicolor
'\'(0.6-0.7]\'','\'(1.55-1.85]\'',5.9,3.2,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.25-1.35]\'',6.1,2.8,Iris-versicolor
'\'(0.6-0.7]\'','\'(1.35-1.55]\'',6.3,2.5,Iris-versicolor
'\'(0.6-0.7]\'','\'(0.55-1.25]\'',6.1,2.8,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.25-1.35]\'',6.4,2.9,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.35-1.55]\'',6.6,3,Iris-versicolor
'\'(0.6-0.7]\'','\'(1.35-1.55]\'',6.8,2.8,Iris-versicolor
'\'(0.6-0.7]\'','\'(1.55-1.85]\'',6.7,3,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.35-1.55]\'',6,2.9,Iris-versicolor
'\'(0.4-0.5]\'','\'(0.55-1.25]\'',5.7,2.6,Iris-versicolor
'\'(0.4-0.5]\'','\'(0.55-1.25]\'',5.5,2.4,Iris-versicolor
'\'(0.4-0.5]\'','\'(0.55-1.25]\'',5.5,2.4,Iris-versicolor
'\'(0.4-0.5]\'','\'(0.55-1.25]\'',5.8,2.7,Iris-versicolor
'\'(0.6-0.7]\'','\'(1.55-1.85]\'',6,2.7,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.35-1.55]\'',5.4,3,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.55-1.85]\'',6,3.4,Iris-versicolor
'\'(0.6-0.7]\'','\'(1.35-1.55]\'',6.7,3.1,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.25-1.35]\'',6.3,2.3,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.25-1.35]\'',5.6,3,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.25-1.35]\'',5.5,2.5,Iris-versicolor
'\'(0.5-0.6]\'','\'(0.55-1.25]\'',5.5,2.6,Iris-versicolor
'\'(0.6-0.7]\'','\'(1.35-1.55]\'',6.1,3,Iris-versicolor
'\'(0.5-0.6]\'','\'(0.55-1.25]\'',5.8,2.6,Iris-versicolor
'\'(0.3-0.4]\'','\'(0.55-1.25]\'',5,2.3,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.25-1.35]\'',5.6,2.7,Iris-versicolor
'\'(0.5-0.6]\'','\'(0.55-1.25]\'',5.7,3,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.25-1.35]\'',5.7,2.9,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.25-1.35]\'',6.2,2.9,Iris-versicolor
'\'(0.3-0.4]\'','\'(0.55-1.25]\'',5.1,2.5,Iris-versicolor
'\'(0.5-0.6]\'','\'(1.25-1.35]\'',5.7,2.8,Iris-versicolor
'\'(0.8-0.9]\'','\'(2.25-inf)\'',6.3,3.3,Iris-virginica
'\'(0.6-0.7]\'','\'(1.85-2.05]\'',5.8,2.7,Iris-virginica
'\'(0.8-0.9]\'','\'(2.05-2.25]\'',7.1,3,Iris-virginica
'\'(0.7-0.8]\'','\'(1.55-1.85]\'',6.3,2.9,Iris-virginica
'\'(0.8-0.9]\'','\'(2.05-2.25]\'',6.5,3,Iris-virginica
'\'(0.9-inf)\'','\'(2.05-2.25]\'',7.6,3,Iris-virginica
'\'(0.5-0.6]\'','\'(1.55-1.85]\'',4.9,2.5,Iris-virginica
'\'(0.8-0.9]\'','\'(1.55-1.85]\'',7.3,2.9,Iris-virginica
'\'(0.8-0.9]\'','\'(1.55-1.85]\'',6.7,2.5,Iris-virginica
'\'(0.8-0.9]\'','\'(2.25-inf)\'',7.2,3.6,Iris-virginica
'\'(0.6-0.7]\'','\'(1.85-2.05]\'',6.5,3.2,Iris-virginica
'\'(0.7-0.8]\'','\'(1.85-2.05]\'',6.4,2.7,Iris-virginica
'\'(0.7-0.8]\'','\'(2.05-2.25]\'',6.8,3,Iris-virginica
'\'(0.6-0.7]\'','\'(1.85-2.05]\'',5.7,2.5,Iris-virginica
'\'(0.6-0.7]\'','\'(2.25-inf)\'',5.8,2.8,Iris-virginica
'\'(0.7-0.8]\'','\'(2.25-inf)\'',6.4,3.2,Iris-virginica
'\'(0.7-0.8]\'','\'(1.55-1.85]\'',6.5,3,Iris-virginica
'\'(0.9-inf)\'','\'(2.05-2.25]\'',7.7,3.8,Iris-virginica
'\'(0.9-inf)\'','\'(2.25-inf)\'',7.7,2.6,Iris-virginica
'\'(0.6-0.7]\'','\'(1.35-1.55]\'',6,2.2,Iris-virginica
'\'(0.7-0.8]\'','\'(2.25-inf)\'',6.9,3.2,Iris-virginica
'\'(0.6-0.7]\'','\'(1.85-2.05]\'',5.6,2.8,Iris-virginica
'\'(0.9-inf)\'','\'(1.85-2.05]\'',7.7,2.8,Iris-virginica
'\'(0.6-0.7]\'','\'(1.55-1.85]\'',6.3,2.7,Iris-virginica
'\'(0.7-0.8]\'','\'(2.05-2.25]\'',6.7,3.3,Iris-virginica
'\'(0.8-0.9]\'','\'(1.55-1.85]\'',7.2,3.2,Iris-virginica
'\'(0.6-0.7]\'','\'(1.55-1.85]\'',6.2,2.8,Iris-virginica
'\'(0.6-0.7]\'','\'(1.55-1.85]\'',6.1,3,Iris-virginica
'\'(0.7-0.8]\'','\'(2.05-2.25]\'',6.4,2.8,Iris-virginica
'\'(0.8-0.9]\'','\'(1.55-1.85]\'',7.2,3,Iris-virginica
'\'(0.8-0.9]\'','\'(1.85-2.05]\'',7.4,2.8,Iris-virginica
'\'(0.9-inf)\'','\'(1.85-2.05]\'',7.9,3.8,Iris-virginica
'\'(0.7-0.8]\'','\'(2.05-2.25]\'',6.4,2.8,Iris-virginica
'\'(0.6-0.7]\'','\'(1.35-1.55]\'',6.3,2.8,Iris-virginica
'\'(0.7-0.8]\'','\'(1.35-1.55]\'',6.1,2.6,Iris-virginica
'\'(0.8-0.9]\'','\'(2.25-inf)\'',7.7,3,Iris-virginica
'\'(0.7-0.8]\'','\'(2.25-inf)\'',6.3,3.4,Iris-virginica
'\'(0.7-0.8]\'','\'(1.55-1.85]\'',6.4,3.1,Iris-virginica
'\'(0.6-0.7]\'','\'(1.55-1.85]\'',6,3,Iris-virginica
'\'(0.7-0.8]\'','\'(2.05-2.25]\'',6.9,3.1,Iris-virginica
'\'(0.7-0.8]\'','\'(2.25-inf)\'',6.7,3.1,Iris-virginica
'\'(0.6-0.7]\'','\'(2.25-inf)\'',6.9,3.1,Iris-virginica
'\'(0.6-0.7]\'','\'(1.85-2.05]\'',5.8,2.7,Iris-virginica
'\'(0.8-0.9]\'','\'(2.25-inf)\'',6.8,3.2,Iris-virginica
'\'(0.7-0.8]\'','\'(2.25-inf)\'',6.7,3.3,Iris-virginica
'\'(0.7-0.8]\'','\'(2.25-inf)\'',6.7,3,Iris-virginica
'\'(0.6-0.7]\'','\'(1.85-2.05]\'',6.3,2.5,Iris-virginica
'\'(0.7-0.8]\'','\'(1.85-2.05]\'',6.5,3,Iris-virginica
'\'(0.7-0.8]\'','\'(2.25-inf)\'',6.2,3.4,Iris-virginica
'\'(0.6-0.7]\'','\'(1.55-1.85]\'',5.9,3,Iris-virginica
