@relation 'iris(Tf06KTbDb)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2'

@attribute 'filtered-0-unfiltered-unfiltered-sepal length in cm' {'\'(-inf-4.66]\'','\'(4.66-5.02]\'','\'(5.02-5.38]\'','\'(5.38-5.74]\'','\'(5.74-6.1]\'','\'(6.1-6.46]\'','\'(6.46-6.82]\'','\'(6.82-7.18]\'','\'(7.18-7.54]\'','\'(7.54-inf)\''}
@attribute 'unfiltered-filtered-0-filtered-0-petal length in cm' {'\'(-inf-0.059322]\'','\'(0.059322-0.076271]\'','\'(0.076271-0.09322]\'','\'(0.09322-0.40678]\'','\'(0.40678-0.533898]\'','\'(0.533898-0.601695]\'','\'(0.601695-0.669492]\'','\'(0.669492-0.737288]\'','\'(0.737288-0.805085]\'','\'(0.805085-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(4.66-5.02]\'','\'(0.09322-0.40678]\'',3,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(0.09322-0.40678]\'',3.4,0.4,Iris-setosa
'\'(5.02-5.38]\'','\'(0.076271-0.09322]\'',3.5,0.2,Iris-setosa
'\'(5.02-5.38]\'','\'(0.059322-0.076271]\'',3.4,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(0.09322-0.40678]\'',3.2,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(0.09322-0.40678]\'',3.1,0.2,Iris-setosa
'\'(5.38-5.74]\'','\'(0.076271-0.09322]\'',3.4,0.4,Iris-setosa
'\'(5.02-5.38]\'','\'(0.076271-0.09322]\'',4.1,0.1,Iris-setosa
'\'(5.38-5.74]\'','\'(0.059322-0.076271]\'',4.2,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(0.076271-0.09322]\'',3.1,0.1,Iris-setosa
'\'(4.66-5.02]\'','\'(-inf-0.059322]\'',3.2,0.2,Iris-setosa
'\'(5.38-5.74]\'','\'(-inf-0.059322]\'',3.5,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(0.076271-0.09322]\'',3.1,0.1,Iris-setosa
'\'(-inf-4.66]\'','\'(-inf-0.059322]\'',3,0.2,Iris-setosa
'\'(5.02-5.38]\'','\'(0.076271-0.09322]\'',3.4,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(-inf-0.059322]\'',3.5,0.3,Iris-setosa
'\'(-inf-4.66]\'','\'(-inf-0.059322]\'',2.3,0.3,Iris-setosa
'\'(-inf-4.66]\'','\'(-inf-0.059322]\'',3.2,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(0.09322-0.40678]\'',3.5,0.6,Iris-setosa
'\'(5.02-5.38]\'','\'(0.09322-0.40678]\'',3.8,0.4,Iris-setosa
'\'(4.66-5.02]\'','\'(0.059322-0.076271]\'',3,0.3,Iris-setosa
'\'(5.02-5.38]\'','\'(0.09322-0.40678]\'',3.8,0.2,Iris-setosa
'\'(-inf-4.66]\'','\'(0.059322-0.076271]\'',3.2,0.2,Iris-setosa
'\'(5.02-5.38]\'','\'(0.076271-0.09322]\'',3.7,0.2,Iris-setosa
'\'(4.66-5.02]\'','\'(0.059322-0.076271]\'',3.3,0.2,Iris-setosa
'\'(6.82-7.18]\'','\'(0.601695-0.669492]\'',3.2,1.4,Iris-versicolor
'\'(6.1-6.46]\'','\'(0.533898-0.601695]\'',3.2,1.5,Iris-versicolor
'\'(6.82-7.18]\'','\'(0.601695-0.669492]\'',3.1,1.5,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.40678-0.533898]\'',2.3,1.3,Iris-versicolor
'\'(6.46-6.82]\'','\'(0.601695-0.669492]\'',2.8,1.5,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.533898-0.601695]\'',2.8,1.3,Iris-versicolor
'\'(6.1-6.46]\'','\'(0.601695-0.669492]\'',3.3,1.6,Iris-versicolor
'\'(4.66-5.02]\'','\'(0.09322-0.40678]\'',2.4,1,Iris-versicolor
'\'(6.46-6.82]\'','\'(0.601695-0.669492]\'',2.9,1.3,Iris-versicolor
'\'(5.02-5.38]\'','\'(0.40678-0.533898]\'',2.7,1.4,Iris-versicolor
'\'(4.66-5.02]\'','\'(0.40678-0.533898]\'',2,1,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.533898-0.601695]\'',3,1.5,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.40678-0.533898]\'',2.2,1,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.601695-0.669492]\'',2.9,1.4,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.40678-0.533898]\'',2.9,1.3,Iris-versicolor
'\'(6.46-6.82]\'','\'(0.533898-0.601695]\'',3.1,1.4,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.533898-0.601695]\'',3,1.5,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.40678-0.533898]\'',2.7,1,Iris-versicolor
'\'(6.1-6.46]\'','\'(0.533898-0.601695]\'',2.2,1.5,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.40678-0.533898]\'',2.5,1.1,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.601695-0.669492]\'',3.2,1.8,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.40678-0.533898]\'',2.8,1.3,Iris-versicolor
'\'(6.1-6.46]\'','\'(0.601695-0.669492]\'',2.5,1.5,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.601695-0.669492]\'',2.8,1.2,Iris-versicolor
'\'(6.1-6.46]\'','\'(0.533898-0.601695]\'',2.9,1.3,Iris-versicolor
'\'(6.46-6.82]\'','\'(0.533898-0.601695]\'',3,1.4,Iris-versicolor
'\'(6.46-6.82]\'','\'(0.601695-0.669492]\'',2.8,1.4,Iris-versicolor
'\'(6.46-6.82]\'','\'(0.669492-0.737288]\'',3,1.7,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.533898-0.601695]\'',2.9,1.5,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.40678-0.533898]\'',2.6,1,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.40678-0.533898]\'',2.4,1.1,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.40678-0.533898]\'',2.4,1,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.40678-0.533898]\'',2.7,1.2,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.669492-0.737288]\'',2.7,1.6,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.533898-0.601695]\'',3,1.5,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.533898-0.601695]\'',3.4,1.6,Iris-versicolor
'\'(6.46-6.82]\'','\'(0.601695-0.669492]\'',3.1,1.5,Iris-versicolor
'\'(6.1-6.46]\'','\'(0.533898-0.601695]\'',2.3,1.3,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.40678-0.533898]\'',3,1.3,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.40678-0.533898]\'',2.5,1.3,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.533898-0.601695]\'',2.6,1.2,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.601695-0.669492]\'',3,1.4,Iris-versicolor
'\'(5.74-6.1]\'','\'(0.40678-0.533898]\'',2.6,1.2,Iris-versicolor
'\'(4.66-5.02]\'','\'(0.09322-0.40678]\'',2.3,1,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.533898-0.601695]\'',2.7,1.3,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.533898-0.601695]\'',3,1.2,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.533898-0.601695]\'',2.9,1.3,Iris-versicolor
'\'(6.1-6.46]\'','\'(0.533898-0.601695]\'',2.9,1.3,Iris-versicolor
'\'(5.02-5.38]\'','\'(0.09322-0.40678]\'',2.5,1.1,Iris-versicolor
'\'(5.38-5.74]\'','\'(0.40678-0.533898]\'',2.8,1.3,Iris-versicolor
'\'(6.1-6.46]\'','\'(0.805085-inf)\'',3.3,2.5,Iris-virginica
'\'(5.74-6.1]\'','\'(0.669492-0.737288]\'',2.7,1.9,Iris-virginica
'\'(6.82-7.18]\'','\'(0.805085-inf)\'',3,2.1,Iris-virginica
'\'(6.1-6.46]\'','\'(0.737288-0.805085]\'',2.9,1.8,Iris-virginica
'\'(6.46-6.82]\'','\'(0.805085-inf)\'',3,2.2,Iris-virginica
'\'(7.54-inf)\'','\'(0.805085-inf)\'',3,2.1,Iris-virginica
'\'(4.66-5.02]\'','\'(0.533898-0.601695]\'',2.5,1.7,Iris-virginica
'\'(7.18-7.54]\'','\'(0.805085-inf)\'',2.9,1.8,Iris-virginica
'\'(6.46-6.82]\'','\'(0.805085-inf)\'',2.5,1.8,Iris-virginica
'\'(7.18-7.54]\'','\'(0.805085-inf)\'',3.6,2.5,Iris-virginica
'\'(6.46-6.82]\'','\'(0.669492-0.737288]\'',3.2,2,Iris-virginica
'\'(6.1-6.46]\'','\'(0.669492-0.737288]\'',2.7,1.9,Iris-virginica
'\'(6.46-6.82]\'','\'(0.737288-0.805085]\'',3,2.1,Iris-virginica
'\'(5.38-5.74]\'','\'(0.669492-0.737288]\'',2.5,2,Iris-virginica
'\'(5.74-6.1]\'','\'(0.669492-0.737288]\'',2.8,2.4,Iris-virginica
'\'(6.1-6.46]\'','\'(0.669492-0.737288]\'',3.2,2.3,Iris-virginica
'\'(6.46-6.82]\'','\'(0.737288-0.805085]\'',3,1.8,Iris-virginica
'\'(7.54-inf)\'','\'(0.805085-inf)\'',3.8,2.2,Iris-virginica
'\'(7.54-inf)\'','\'(0.805085-inf)\'',2.6,2.3,Iris-virginica
'\'(5.74-6.1]\'','\'(0.669492-0.737288]\'',2.2,1.5,Iris-virginica
'\'(6.82-7.18]\'','\'(0.737288-0.805085]\'',3.2,2.3,Iris-virginica
'\'(5.38-5.74]\'','\'(0.601695-0.669492]\'',2.8,2,Iris-virginica
'\'(7.54-inf)\'','\'(0.805085-inf)\'',2.8,2,Iris-virginica
'\'(6.1-6.46]\'','\'(0.601695-0.669492]\'',2.7,1.8,Iris-virginica
'\'(6.46-6.82]\'','\'(0.737288-0.805085]\'',3.3,2.1,Iris-virginica
'\'(7.18-7.54]\'','\'(0.805085-inf)\'',3.2,1.8,Iris-virginica
'\'(6.1-6.46]\'','\'(0.601695-0.669492]\'',2.8,1.8,Iris-virginica
'\'(5.74-6.1]\'','\'(0.601695-0.669492]\'',3,1.8,Iris-virginica
'\'(6.1-6.46]\'','\'(0.737288-0.805085]\'',2.8,2.1,Iris-virginica
'\'(7.18-7.54]\'','\'(0.805085-inf)\'',3,1.6,Iris-virginica
'\'(7.18-7.54]\'','\'(0.805085-inf)\'',2.8,1.9,Iris-virginica
'\'(7.54-inf)\'','\'(0.805085-inf)\'',3.8,2,Iris-virginica
'\'(6.1-6.46]\'','\'(0.737288-0.805085]\'',2.8,2.2,Iris-virginica
'\'(6.1-6.46]\'','\'(0.669492-0.737288]\'',2.8,1.5,Iris-virginica
'\'(5.74-6.1]\'','\'(0.737288-0.805085]\'',2.6,1.4,Iris-virginica
'\'(7.54-inf)\'','\'(0.805085-inf)\'',3,2.3,Iris-virginica
'\'(6.1-6.46]\'','\'(0.737288-0.805085]\'',3.4,2.4,Iris-virginica
'\'(6.1-6.46]\'','\'(0.737288-0.805085]\'',3.1,1.8,Iris-virginica
'\'(5.74-6.1]\'','\'(0.601695-0.669492]\'',3,1.8,Iris-virginica
'\'(6.82-7.18]\'','\'(0.737288-0.805085]\'',3.1,2.1,Iris-virginica
'\'(6.46-6.82]\'','\'(0.737288-0.805085]\'',3.1,2.4,Iris-virginica
'\'(6.82-7.18]\'','\'(0.669492-0.737288]\'',3.1,2.3,Iris-virginica
'\'(5.74-6.1]\'','\'(0.669492-0.737288]\'',2.7,1.9,Iris-virginica
'\'(6.46-6.82]\'','\'(0.805085-inf)\'',3.2,2.3,Iris-virginica
'\'(6.46-6.82]\'','\'(0.737288-0.805085]\'',3.3,2.5,Iris-virginica
'\'(6.46-6.82]\'','\'(0.669492-0.737288]\'',3,2.3,Iris-virginica
'\'(6.1-6.46]\'','\'(0.669492-0.737288]\'',2.5,1.9,Iris-virginica
'\'(6.46-6.82]\'','\'(0.669492-0.737288]\'',3,2,Iris-virginica
'\'(6.1-6.46]\'','\'(0.737288-0.805085]\'',3.4,2.3,Iris-virginica
'\'(5.74-6.1]\'','\'(0.669492-0.737288]\'',3,1.8,Iris-virginica
