@relation 'iris(Tf06KTbDb)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2'

@attribute 'filtered-0-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.551486,1.043591,2.9,1.8,Iris-virginica
0.793012,1.156943,3,2.2,Iris-virginica
2.121409,1.610349,3,2.1,Iris-virginica
-1.1392,0.420157,2.5,1.7,Iris-virginica
1.759119,1.440322,2.9,1.8,Iris-virginica
1.034539,1.156943,2.5,1.8,Iris-virginica
1.638355,1.32697,3.6,2.5,Iris-virginica
0.793012,0.760212,3.2,2,Iris-virginica
0.672249,0.873564,2.7,1.9,Iris-virginica
1.155302,0.986915,3,2.1,Iris-virginica
-0.173094,0.703536,2.5,2,Iris-virginica
-0.052331,0.760212,2.8,2.4,Iris-virginica
0.672249,0.873564,3.2,2.3,Iris-virginica
0.793012,0.986915,3,1.8,Iris-virginica
2.242172,1.667025,3.8,2.2,Iris-virginica
2.242172,1.780377,2.6,2.3,Iris-virginica
0.189196,0.703536,2.2,1.5,Iris-virginica
1.276066,1.100267,3.2,2.3,Iris-virginica
-0.293857,0.64686,2.8,2,Iris-virginica
2.242172,1.667025,2.8,2,Iris-virginica
0.551486,0.64686,2.7,1.8,Iris-virginica
1.034539,1.100267,3.3,2.1,Iris-virginica
1.638355,1.270294,3.2,1.8,Iris-virginica
0.430722,0.590184,2.8,1.8,Iris-virginica
0.309959,0.64686,3,1.8,Iris-virginica
0.672249,1.043591,2.8,2.1,Iris-virginica
1.638355,1.156943,3,1.6,Iris-virginica
1.879882,1.32697,2.8,1.9,Iris-virginica
2.483699,1.496998,3.8,2,Iris-virginica
0.672249,1.043591,2.8,2.2,Iris-virginica
0.551486,0.760212,2.8,1.5,Iris-virginica
0.309959,1.043591,2.6,1.4,Iris-virginica
2.242172,1.32697,3,2.3,Iris-virginica
0.551486,1.043591,3.4,2.4,Iris-virginica
0.672249,0.986915,3.1,1.8,Iris-virginica
0.189196,0.590184,3,1.8,Iris-virginica
1.276066,0.930239,3.1,2.1,Iris-virginica
1.034539,1.043591,3.1,2.4,Iris-virginica
1.276066,0.760212,3.1,2.3,Iris-virginica
-0.052331,0.760212,2.7,1.9,Iris-virginica
1.155302,1.213619,3.2,2.3,Iris-virginica
1.034539,1.100267,3.3,2.5,Iris-virginica
1.034539,0.816888,3,2.3,Iris-virginica
0.551486,0.703536,2.5,1.9,Iris-virginica
0.793012,0.816888,3,2,Iris-virginica
0.430722,0.930239,3.4,2.3,Iris-virginica
0.068433,0.760212,3,1.8,Iris-virginica
