@relation 'iris(Tf06KTbDb)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R2'

@attribute 'filtered-0-unfiltered-filtered-0-petal length in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.661017,0.583333,6.9,3.1,Iris-versicolor
0.508475,0.5,5.5,2.3,Iris-versicolor
0.610169,0.583333,6.5,2.8,Iris-versicolor
0.59322,0.5,5.7,2.8,Iris-versicolor
0.627119,0.625,6.3,3.3,Iris-versicolor
0.389831,0.375,4.9,2.4,Iris-versicolor
0.610169,0.5,6.6,2.9,Iris-versicolor
0.491525,0.541667,5.2,2.7,Iris-versicolor
0.423729,0.375,5,2,Iris-versicolor
0.542373,0.583333,5.9,3,Iris-versicolor
0.508475,0.375,6,2.2,Iris-versicolor
0.627119,0.541667,6.1,2.9,Iris-versicolor
0.440678,0.5,5.6,2.9,Iris-versicolor
0.576271,0.541667,6.7,3.1,Iris-versicolor
0.59322,0.583333,5.6,3,Iris-versicolor
0.525424,0.375,5.8,2.7,Iris-versicolor
0.59322,0.583333,6.2,2.2,Iris-versicolor
0.491525,0.416667,5.6,2.5,Iris-versicolor
0.644068,0.708333,5.9,3.2,Iris-versicolor
0.508475,0.5,6.1,2.8,Iris-versicolor
0.661017,0.583333,6.3,2.5,Iris-versicolor
0.627119,0.458333,6.1,2.8,Iris-versicolor
0.559322,0.5,6.4,2.9,Iris-versicolor
0.576271,0.541667,6.6,3,Iris-versicolor
0.644068,0.541667,6.8,2.8,Iris-versicolor
0.677966,0.666667,6.7,3,Iris-versicolor
0.59322,0.583333,6,2.9,Iris-versicolor
0.423729,0.375,5.7,2.6,Iris-versicolor
0.474576,0.416667,5.5,2.4,Iris-versicolor
0.457627,0.375,5.5,2.4,Iris-versicolor
0.491525,0.458333,5.8,2.7,Iris-versicolor
0.694915,0.625,6,2.7,Iris-versicolor
0.59322,0.583333,5.4,3,Iris-versicolor
0.59322,0.625,6,3.4,Iris-versicolor
0.627119,0.583333,6.7,3.1,Iris-versicolor
0.576271,0.5,6.3,2.3,Iris-versicolor
0.525424,0.5,5.6,3,Iris-versicolor
0.508475,0.5,5.5,2.5,Iris-versicolor
0.576271,0.458333,5.5,2.6,Iris-versicolor
0.610169,0.541667,6.1,3,Iris-versicolor
0.508475,0.458333,5.8,2.6,Iris-versicolor
0.389831,0.375,5,2.3,Iris-versicolor
0.542373,0.5,5.6,2.7,Iris-versicolor
0.542373,0.458333,5.7,3,Iris-versicolor
0.542373,0.5,5.7,2.9,Iris-versicolor
0.559322,0.5,6.2,2.9,Iris-versicolor
0.338983,0.416667,5.1,2.5,Iris-versicolor
0.525424,0.5,5.7,2.8,Iris-versicolor
0.847458,1,6.3,3.3,Iris-virginica
0.694915,0.75,5.8,2.7,Iris-virginica
0.830508,0.833333,7.1,3,Iris-virginica
0.779661,0.708333,6.3,2.9,Iris-virginica
0.813559,0.875,6.5,3,Iris-virginica
0.949153,0.833333,7.6,3,Iris-virginica
0.59322,0.666667,4.9,2.5,Iris-virginica
0.898305,0.708333,7.3,2.9,Iris-virginica
0.813559,0.708333,6.7,2.5,Iris-virginica
0.864407,1,7.2,3.6,Iris-virginica
0.694915,0.791667,6.5,3.2,Iris-virginica
0.728814,0.75,6.4,2.7,Iris-virginica
0.762712,0.833333,6.8,3,Iris-virginica
0.677966,0.791667,5.7,2.5,Iris-virginica
0.694915,0.958333,5.8,2.8,Iris-virginica
0.728814,0.916667,6.4,3.2,Iris-virginica
0.762712,0.708333,6.5,3,Iris-virginica
0.966102,0.875,7.7,3.8,Iris-virginica
1,0.916667,7.7,2.6,Iris-virginica
0.677966,0.583333,6,2.2,Iris-virginica
0.79661,0.916667,6.9,3.2,Iris-virginica
0.661017,0.791667,5.6,2.8,Iris-virginica
0.966102,0.791667,7.7,2.8,Iris-virginica
0.661017,0.708333,6.3,2.7,Iris-virginica
0.79661,0.833333,6.7,3.3,Iris-virginica
0.847458,0.708333,7.2,3.2,Iris-virginica
0.644068,0.708333,6.2,2.8,Iris-virginica
0.661017,0.708333,6.1,3,Iris-virginica
0.779661,0.833333,6.4,2.8,Iris-virginica
0.813559,0.625,7.2,3,Iris-virginica
0.864407,0.75,7.4,2.8,Iris-virginica
0.915254,0.791667,7.9,3.8,Iris-virginica
0.779661,0.875,6.4,2.8,Iris-virginica
0.694915,0.583333,6.3,2.8,Iris-virginica
0.779661,0.541667,6.1,2.6,Iris-virginica
0.864407,0.916667,7.7,3,Iris-virginica
0.779661,0.958333,6.3,3.4,Iris-virginica
0.762712,0.708333,6.4,3.1,Iris-virginica
0.644068,0.708333,6,3,Iris-virginica
0.745763,0.833333,6.9,3.1,Iris-virginica
0.779661,0.958333,6.7,3.1,Iris-virginica
0.694915,0.916667,6.9,3.1,Iris-virginica
0.694915,0.75,5.8,2.7,Iris-virginica
0.830508,0.916667,6.8,3.2,Iris-virginica
0.79661,1,6.7,3.3,Iris-virginica
0.711864,0.916667,6.7,3,Iris-virginica
0.677966,0.75,6.3,2.5,Iris-virginica
0.711864,0.791667,6.5,3,Iris-virginica
0.745763,0.916667,6.2,3.4,Iris-virginica
0.694915,0.708333,5.9,3,Iris-virginica
