@relation 'iris(Tf06KTbDb)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2'

@attribute 'filtered-0-unfiltered-sepal width in cm' {'\'(-inf-2.55]\'','\'(2.55-2.75]\'','\'(2.75-2.85]\'','\'(2.85-2.95]\'','\'(2.95-3.05]\'','\'(3.05-3.15]\'','\'(3.15-3.25]\'','\'(3.25-3.45]\'','\'(3.45-3.75]\'','\'(3.75-inf)\''}
@attribute 'unfiltered-filtered-0-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-petal length in cm' numeric
@attribute 'unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(3.05-3.15]\'',0.666667,4.7,1.5,Iris-versicolor
'\'(-inf-2.55]\'',0.555556,4.4,1.3,Iris-versicolor
'\'(2.95-3.05]\'',0.361111,4.1,1.3,Iris-versicolor
'\'(-inf-2.55]\'',0.333333,4,1.3,Iris-versicolor
'\'(2.55-2.75]\'',0.333333,4.4,1.2,Iris-versicolor
'\'(2.95-3.05]\'',0.5,4.6,1.4,Iris-versicolor
'\'(2.55-2.75]\'',0.416667,4,1.2,Iris-versicolor
'\'(-inf-2.55]\'',0.194444,3.3,1,Iris-versicolor
'\'(2.55-2.75]\'',0.361111,4.2,1.3,Iris-versicolor
'\'(2.95-3.05]\'',0.388889,4.2,1.2,Iris-versicolor
'\'(2.85-2.95]\'',0.388889,4.2,1.3,Iris-versicolor
'\'(2.85-2.95]\'',0.527778,4.3,1.3,Iris-versicolor
'\'(-inf-2.55]\'',0.222222,3,1.1,Iris-versicolor
'\'(2.75-2.85]\'',0.388889,4.1,1.3,Iris-versicolor
'\'(3.25-3.45]\'',0.555556,6,2.5,Iris-virginica
'\'(2.55-2.75]\'',0.416667,5.1,1.9,Iris-virginica
'\'(2.95-3.05]\'',0.777778,5.9,2.1,Iris-virginica
'\'(2.85-2.95]\'',0.555556,5.6,1.8,Iris-virginica
'\'(2.95-3.05]\'',0.611111,5.8,2.2,Iris-virginica
'\'(2.95-3.05]\'',0.916667,6.6,2.1,Iris-virginica
'\'(-inf-2.55]\'',0.166667,4.5,1.7,Iris-virginica
'\'(2.85-2.95]\'',0.833333,6.3,1.8,Iris-virginica
'\'(-inf-2.55]\'',0.666667,5.8,1.8,Iris-virginica
'\'(3.45-3.75]\'',0.805556,6.1,2.5,Iris-virginica
'\'(3.15-3.25]\'',0.611111,5.1,2,Iris-virginica
'\'(2.55-2.75]\'',0.583333,5.3,1.9,Iris-virginica
'\'(2.95-3.05]\'',0.694444,5.5,2.1,Iris-virginica
'\'(-inf-2.55]\'',0.388889,5,2,Iris-virginica
'\'(2.75-2.85]\'',0.416667,5.1,2.4,Iris-virginica
'\'(3.15-3.25]\'',0.583333,5.3,2.3,Iris-virginica
'\'(2.95-3.05]\'',0.611111,5.5,1.8,Iris-virginica
'\'(3.75-inf)\'',0.944444,6.7,2.2,Iris-virginica
'\'(2.55-2.75]\'',0.944444,6.9,2.3,Iris-virginica
'\'(-inf-2.55]\'',0.472222,5,1.5,Iris-virginica
'\'(3.15-3.25]\'',0.722222,5.7,2.3,Iris-virginica
'\'(2.75-2.85]\'',0.361111,4.9,2,Iris-virginica
'\'(2.75-2.85]\'',0.944444,6.7,2,Iris-virginica
'\'(2.55-2.75]\'',0.555556,4.9,1.8,Iris-virginica
'\'(3.25-3.45]\'',0.666667,5.7,2.1,Iris-virginica
'\'(3.15-3.25]\'',0.805556,6,1.8,Iris-virginica
'\'(2.75-2.85]\'',0.527778,4.8,1.8,Iris-virginica
'\'(2.95-3.05]\'',0.5,4.9,1.8,Iris-virginica
'\'(2.75-2.85]\'',0.583333,5.6,2.1,Iris-virginica
'\'(2.95-3.05]\'',0.805556,5.8,1.6,Iris-virginica
'\'(2.75-2.85]\'',0.861111,6.1,1.9,Iris-virginica
'\'(3.75-inf)\'',1,6.4,2,Iris-virginica
'\'(2.75-2.85]\'',0.583333,5.6,2.2,Iris-virginica
'\'(2.75-2.85]\'',0.555556,5.1,1.5,Iris-virginica
'\'(2.55-2.75]\'',0.5,5.6,1.4,Iris-virginica
'\'(2.95-3.05]\'',0.944444,6.1,2.3,Iris-virginica
'\'(3.25-3.45]\'',0.555556,5.6,2.4,Iris-virginica
'\'(3.05-3.15]\'',0.583333,5.5,1.8,Iris-virginica
'\'(2.95-3.05]\'',0.472222,4.8,1.8,Iris-virginica
'\'(3.05-3.15]\'',0.722222,5.4,2.1,Iris-virginica
'\'(3.05-3.15]\'',0.666667,5.6,2.4,Iris-virginica
'\'(3.05-3.15]\'',0.722222,5.1,2.3,Iris-virginica
'\'(2.55-2.75]\'',0.416667,5.1,1.9,Iris-virginica
'\'(3.15-3.25]\'',0.694444,5.9,2.3,Iris-virginica
'\'(3.25-3.45]\'',0.666667,5.7,2.5,Iris-virginica
'\'(2.95-3.05]\'',0.666667,5.2,2.3,Iris-virginica
'\'(-inf-2.55]\'',0.555556,5,1.9,Iris-virginica
'\'(2.95-3.05]\'',0.611111,5.2,2,Iris-virginica
'\'(3.25-3.45]\'',0.527778,5.4,2.3,Iris-virginica
'\'(2.95-3.05]\'',0.444444,5.1,1.8,Iris-virginica
