@relation 'iris(Tf06KTbDb)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R1-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2'

@attribute 'filtered-0-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-filtered-0-petal length in cm' {'\'(-inf--1.22911]\'','\'(-1.22911--0.894723]\'','\'(-0.894723--0.560335]\'','\'(-0.560335--0.225948]\'','\'(-0.225948-0.10844]\'','\'(0.10844-0.442827]\'','\'(0.442827-0.777215]\'','\'(0.777215-1.111602]\'','\'(1.111602-1.445989]\'','\'(1.445989-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-petal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
-1.259964,'\'(-inf--1.22911]\'',3,0.3,Iris-setosa
-0.897674,'\'(-1.22911--0.894723]\'',3.8,0.2,Iris-setosa
-1.50149,'\'(-inf--1.22911]\'',3.2,0.2,Iris-setosa
-0.656147,'\'(-inf--1.22911]\'',3.7,0.2,Iris-setosa
-1.018437,'\'(-inf--1.22911]\'',3.3,0.2,Iris-setosa
1.396829,'\'(0.442827-0.777215]\'',3.2,1.4,Iris-versicolor
0.672249,'\'(0.10844-0.442827]\'',3.2,1.5,Iris-versicolor
1.276066,'\'(0.442827-0.777215]\'',3.1,1.5,Iris-versicolor
-0.414621,'\'(0.10844-0.442827]\'',2.3,1.3,Iris-versicolor
0.793012,'\'(0.442827-0.777215]\'',2.8,1.5,Iris-versicolor
-0.173094,'\'(0.10844-0.442827]\'',2.8,1.3,Iris-versicolor
0.551486,'\'(0.442827-0.777215]\'',3.3,1.6,Iris-versicolor
-1.1392,'\'(-0.560335--0.225948]\'',2.4,1,Iris-versicolor
0.913776,'\'(0.442827-0.777215]\'',2.9,1.3,Iris-versicolor
-0.776911,'\'(-0.225948-0.10844]\'',2.7,1.4,Iris-versicolor
-1.018437,'\'(-0.225948-0.10844]\'',2,1,Iris-versicolor
0.068433,'\'(0.10844-0.442827]\'',3,1.5,Iris-versicolor
0.189196,'\'(0.10844-0.442827]\'',2.2,1,Iris-versicolor
0.309959,'\'(0.442827-0.777215]\'',2.9,1.4,Iris-versicolor
-0.293857,'\'(-0.225948-0.10844]\'',2.9,1.3,Iris-versicolor
1.034539,'\'(0.10844-0.442827]\'',3.1,1.4,Iris-versicolor
-0.293857,'\'(0.10844-0.442827]\'',3,1.5,Iris-versicolor
-0.052331,'\'(0.10844-0.442827]\'',2.7,1,Iris-versicolor
0.430722,'\'(0.10844-0.442827]\'',2.2,1.5,Iris-versicolor
-0.293857,'\'(-0.225948-0.10844]\'',2.5,1.1,Iris-versicolor
0.068433,'\'(0.442827-0.777215]\'',3.2,1.8,Iris-versicolor
0.309959,'\'(0.10844-0.442827]\'',2.8,1.3,Iris-versicolor
0.551486,'\'(0.442827-0.777215]\'',2.5,1.5,Iris-versicolor
0.309959,'\'(0.442827-0.777215]\'',2.8,1.2,Iris-versicolor
0.672249,'\'(0.10844-0.442827]\'',2.9,1.3,Iris-versicolor
0.913776,'\'(0.10844-0.442827]\'',3,1.4,Iris-versicolor
1.155302,'\'(0.442827-0.777215]\'',2.8,1.4,Iris-versicolor
1.034539,'\'(0.442827-0.777215]\'',3,1.7,Iris-versicolor
0.189196,'\'(0.10844-0.442827]\'',2.9,1.5,Iris-versicolor
-0.173094,'\'(-0.225948-0.10844]\'',2.6,1,Iris-versicolor
-0.414621,'\'(-0.225948-0.10844]\'',2.4,1.1,Iris-versicolor
-0.414621,'\'(-0.225948-0.10844]\'',2.4,1,Iris-versicolor
-0.052331,'\'(-0.225948-0.10844]\'',2.7,1.2,Iris-versicolor
0.189196,'\'(0.442827-0.777215]\'',2.7,1.6,Iris-versicolor
-0.535384,'\'(0.10844-0.442827]\'',3,1.5,Iris-versicolor
0.189196,'\'(0.10844-0.442827]\'',3.4,1.6,Iris-versicolor
1.034539,'\'(0.442827-0.777215]\'',3.1,1.5,Iris-versicolor
0.551486,'\'(0.10844-0.442827]\'',2.3,1.3,Iris-versicolor
-0.293857,'\'(0.10844-0.442827]\'',3,1.3,Iris-versicolor
-0.414621,'\'(0.10844-0.442827]\'',2.5,1.3,Iris-versicolor
-0.414621,'\'(0.10844-0.442827]\'',2.6,1.2,Iris-versicolor
0.309959,'\'(0.442827-0.777215]\'',3,1.4,Iris-versicolor
-0.052331,'\'(0.10844-0.442827]\'',2.6,1.2,Iris-versicolor
-1.018437,'\'(-0.560335--0.225948]\'',2.3,1,Iris-versicolor
-0.293857,'\'(0.10844-0.442827]\'',2.7,1.3,Iris-versicolor
-0.173094,'\'(0.10844-0.442827]\'',3,1.2,Iris-versicolor
-0.173094,'\'(0.10844-0.442827]\'',2.9,1.3,Iris-versicolor
0.430722,'\'(0.10844-0.442827]\'',2.9,1.3,Iris-versicolor
-0.897674,'\'(-0.560335--0.225948]\'',2.5,1.1,Iris-versicolor
-0.173094,'\'(0.10844-0.442827]\'',2.8,1.3,Iris-versicolor
0.551486,'\'(1.111602-1.445989]\'',3.3,2.5,Iris-virginica
-0.052331,'\'(0.442827-0.777215]\'',2.7,1.9,Iris-virginica
1.517592,'\'(1.111602-1.445989]\'',3,2.1,Iris-virginica
0.551486,'\'(0.777215-1.111602]\'',2.9,1.8,Iris-virginica
0.793012,'\'(1.111602-1.445989]\'',3,2.2,Iris-virginica
2.121409,'\'(1.445989-inf)\'',3,2.1,Iris-virginica
-1.1392,'\'(0.10844-0.442827]\'',2.5,1.7,Iris-virginica
1.759119,'\'(1.111602-1.445989]\'',2.9,1.8,Iris-virginica
1.034539,'\'(1.111602-1.445989]\'',2.5,1.8,Iris-virginica
1.638355,'\'(1.111602-1.445989]\'',3.6,2.5,Iris-virginica
0.793012,'\'(0.442827-0.777215]\'',3.2,2,Iris-virginica
0.672249,'\'(0.777215-1.111602]\'',2.7,1.9,Iris-virginica
1.155302,'\'(0.777215-1.111602]\'',3,2.1,Iris-virginica
-0.173094,'\'(0.442827-0.777215]\'',2.5,2,Iris-virginica
-0.052331,'\'(0.442827-0.777215]\'',2.8,2.4,Iris-virginica
0.672249,'\'(0.777215-1.111602]\'',3.2,2.3,Iris-virginica
0.793012,'\'(0.777215-1.111602]\'',3,1.8,Iris-virginica
2.242172,'\'(1.445989-inf)\'',3.8,2.2,Iris-virginica
2.242172,'\'(1.445989-inf)\'',2.6,2.3,Iris-virginica
0.189196,'\'(0.442827-0.777215]\'',2.2,1.5,Iris-virginica
1.276066,'\'(0.777215-1.111602]\'',3.2,2.3,Iris-virginica
-0.293857,'\'(0.442827-0.777215]\'',2.8,2,Iris-virginica
2.242172,'\'(1.445989-inf)\'',2.8,2,Iris-virginica
0.551486,'\'(0.442827-0.777215]\'',2.7,1.8,Iris-virginica
1.034539,'\'(0.777215-1.111602]\'',3.3,2.1,Iris-virginica
1.638355,'\'(1.111602-1.445989]\'',3.2,1.8,Iris-virginica
0.430722,'\'(0.442827-0.777215]\'',2.8,1.8,Iris-virginica
0.309959,'\'(0.442827-0.777215]\'',3,1.8,Iris-virginica
0.672249,'\'(0.777215-1.111602]\'',2.8,2.1,Iris-virginica
1.638355,'\'(1.111602-1.445989]\'',3,1.6,Iris-virginica
1.879882,'\'(1.111602-1.445989]\'',2.8,1.9,Iris-virginica
2.483699,'\'(1.445989-inf)\'',3.8,2,Iris-virginica
0.672249,'\'(0.777215-1.111602]\'',2.8,2.2,Iris-virginica
0.551486,'\'(0.442827-0.777215]\'',2.8,1.5,Iris-virginica
0.309959,'\'(0.777215-1.111602]\'',2.6,1.4,Iris-virginica
2.242172,'\'(1.111602-1.445989]\'',3,2.3,Iris-virginica
0.551486,'\'(0.777215-1.111602]\'',3.4,2.4,Iris-virginica
0.672249,'\'(0.777215-1.111602]\'',3.1,1.8,Iris-virginica
0.189196,'\'(0.442827-0.777215]\'',3,1.8,Iris-virginica
1.276066,'\'(0.777215-1.111602]\'',3.1,2.1,Iris-virginica
1.034539,'\'(0.777215-1.111602]\'',3.1,2.4,Iris-virginica
1.276066,'\'(0.442827-0.777215]\'',3.1,2.3,Iris-virginica
-0.052331,'\'(0.442827-0.777215]\'',2.7,1.9,Iris-virginica
1.155302,'\'(1.111602-1.445989]\'',3.2,2.3,Iris-virginica
1.034539,'\'(0.777215-1.111602]\'',3.3,2.5,Iris-virginica
1.034539,'\'(0.777215-1.111602]\'',3,2.3,Iris-virginica
0.551486,'\'(0.442827-0.777215]\'',2.5,1.9,Iris-virginica
0.793012,'\'(0.777215-1.111602]\'',3,2,Iris-virginica
0.430722,'\'(0.777215-1.111602]\'',3.4,2.3,Iris-virginica
0.068433,'\'(0.442827-0.777215]\'',3,1.8,Iris-virginica
