@relation 'iris(Tf06KTbDb)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R2'

@attribute 'filtered-0-unfiltered-filtered-0-petal length in cm' numeric
@attribute 'unfiltered-filtered-0-unfiltered-petal width in cm' {'\'(-inf-0.15]\'','\'(0.15-0.25]\'','\'(0.25-0.55]\'','\'(0.55-1.25]\'','\'(1.25-1.35]\'','\'(1.35-1.55]\'','\'(1.55-1.85]\'','\'(1.85-2.05]\'','\'(2.05-2.25]\'','\'(2.25-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.338983,'\'(0.55-1.25]\'',5.1,2.5,Iris-versicolor
0.525424,'\'(1.25-1.35]\'',5.7,2.8,Iris-versicolor
0.847458,'\'(2.25-inf)\'',6.3,3.3,Iris-virginica
0.694915,'\'(1.85-2.05]\'',5.8,2.7,Iris-virginica
0.830508,'\'(2.05-2.25]\'',7.1,3,Iris-virginica
0.779661,'\'(1.55-1.85]\'',6.3,2.9,Iris-virginica
0.813559,'\'(2.05-2.25]\'',6.5,3,Iris-virginica
0.949153,'\'(2.05-2.25]\'',7.6,3,Iris-virginica
0.59322,'\'(1.55-1.85]\'',4.9,2.5,Iris-virginica
0.898305,'\'(1.55-1.85]\'',7.3,2.9,Iris-virginica
0.813559,'\'(1.55-1.85]\'',6.7,2.5,Iris-virginica
0.864407,'\'(2.25-inf)\'',7.2,3.6,Iris-virginica
0.694915,'\'(1.85-2.05]\'',6.5,3.2,Iris-virginica
0.728814,'\'(1.85-2.05]\'',6.4,2.7,Iris-virginica
0.762712,'\'(2.05-2.25]\'',6.8,3,Iris-virginica
0.677966,'\'(1.85-2.05]\'',5.7,2.5,Iris-virginica
0.694915,'\'(2.25-inf)\'',5.8,2.8,Iris-virginica
0.728814,'\'(2.25-inf)\'',6.4,3.2,Iris-virginica
0.762712,'\'(1.55-1.85]\'',6.5,3,Iris-virginica
0.966102,'\'(2.05-2.25]\'',7.7,3.8,Iris-virginica
1,'\'(2.25-inf)\'',7.7,2.6,Iris-virginica
0.677966,'\'(1.35-1.55]\'',6,2.2,Iris-virginica
0.79661,'\'(2.25-inf)\'',6.9,3.2,Iris-virginica
0.661017,'\'(1.85-2.05]\'',5.6,2.8,Iris-virginica
0.966102,'\'(1.85-2.05]\'',7.7,2.8,Iris-virginica
0.661017,'\'(1.55-1.85]\'',6.3,2.7,Iris-virginica
0.79661,'\'(2.05-2.25]\'',6.7,3.3,Iris-virginica
0.847458,'\'(1.55-1.85]\'',7.2,3.2,Iris-virginica
0.644068,'\'(1.55-1.85]\'',6.2,2.8,Iris-virginica
0.661017,'\'(1.55-1.85]\'',6.1,3,Iris-virginica
0.779661,'\'(2.05-2.25]\'',6.4,2.8,Iris-virginica
0.813559,'\'(1.55-1.85]\'',7.2,3,Iris-virginica
0.864407,'\'(1.85-2.05]\'',7.4,2.8,Iris-virginica
0.915254,'\'(1.85-2.05]\'',7.9,3.8,Iris-virginica
0.779661,'\'(2.05-2.25]\'',6.4,2.8,Iris-virginica
0.694915,'\'(1.35-1.55]\'',6.3,2.8,Iris-virginica
0.779661,'\'(1.35-1.55]\'',6.1,2.6,Iris-virginica
0.864407,'\'(2.25-inf)\'',7.7,3,Iris-virginica
0.779661,'\'(2.25-inf)\'',6.3,3.4,Iris-virginica
0.762712,'\'(1.55-1.85]\'',6.4,3.1,Iris-virginica
0.644068,'\'(1.55-1.85]\'',6,3,Iris-virginica
0.745763,'\'(2.05-2.25]\'',6.9,3.1,Iris-virginica
0.779661,'\'(2.25-inf)\'',6.7,3.1,Iris-virginica
0.694915,'\'(2.25-inf)\'',6.9,3.1,Iris-virginica
0.694915,'\'(1.85-2.05]\'',5.8,2.7,Iris-virginica
0.830508,'\'(2.25-inf)\'',6.8,3.2,Iris-virginica
0.79661,'\'(2.25-inf)\'',6.7,3.3,Iris-virginica
0.711864,'\'(2.25-inf)\'',6.7,3,Iris-virginica
0.677966,'\'(1.85-2.05]\'',6.3,2.5,Iris-virginica
0.711864,'\'(1.85-2.05]\'',6.5,3,Iris-virginica
0.745763,'\'(2.25-inf)\'',6.2,3.4,Iris-virginica
0.694915,'\'(1.55-1.85]\'',5.9,3,Iris-virginica
