@relation 'iris(Tf06KTbDb)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Normalize -S 1.0 -T 0.0-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R2'

@attribute 'filtered-0-unfiltered-filtered-0-petal length in cm' {'\'(-inf-0.059322]\'','\'(0.059322-0.076271]\'','\'(0.076271-0.09322]\'','\'(0.09322-0.40678]\'','\'(0.40678-0.533898]\'','\'(0.533898-0.601695]\'','\'(0.601695-0.669492]\'','\'(0.669492-0.737288]\'','\'(0.737288-0.805085]\'','\'(0.805085-inf)\''}
@attribute 'unfiltered-filtered-0-unfiltered-petal width in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(0.059322-0.076271]\'',-1.308593,5.5,4.2,Iris-setosa
'\'(0.076271-0.09322]\'',-1.439627,4.9,3.1,Iris-setosa
'\'(-inf-0.059322]\'',-1.308593,5,3.2,Iris-setosa
'\'(-inf-0.059322]\'',-1.308593,5.5,3.5,Iris-setosa
'\'(0.076271-0.09322]\'',-1.439627,4.9,3.1,Iris-setosa
'\'(-inf-0.059322]\'',-1.308593,4.4,3,Iris-setosa
'\'(0.076271-0.09322]\'',-1.308593,5.1,3.4,Iris-setosa
'\'(-inf-0.059322]\'',-1.177559,5,3.5,Iris-setosa
'\'(-inf-0.059322]\'',-1.177559,4.5,2.3,Iris-setosa
'\'(-inf-0.059322]\'',-1.308593,4.4,3.2,Iris-setosa
'\'(0.09322-0.40678]\'',-0.784457,5,3.5,Iris-setosa
'\'(0.09322-0.40678]\'',-1.046525,5.1,3.8,Iris-setosa
'\'(0.059322-0.076271]\'',-1.177559,4.8,3,Iris-setosa
'\'(0.09322-0.40678]\'',-1.308593,5.1,3.8,Iris-setosa
'\'(0.059322-0.076271]\'',-1.308593,4.6,3.2,Iris-setosa
'\'(0.076271-0.09322]\'',-1.308593,5.3,3.7,Iris-setosa
'\'(0.059322-0.076271]\'',-1.308593,5,3.3,Iris-setosa
'\'(0.601695-0.669492]\'',0.263815,7,3.2,Iris-versicolor
'\'(0.533898-0.601695]\'',0.394849,6.4,3.2,Iris-versicolor
'\'(0.601695-0.669492]\'',0.394849,6.9,3.1,Iris-versicolor
'\'(0.40678-0.533898]\'',0.132781,5.5,2.3,Iris-versicolor
'\'(0.601695-0.669492]\'',0.394849,6.5,2.8,Iris-versicolor
'\'(0.533898-0.601695]\'',0.132781,5.7,2.8,Iris-versicolor
'\'(0.601695-0.669492]\'',0.525883,6.3,3.3,Iris-versicolor
'\'(0.09322-0.40678]\'',-0.260321,4.9,2.4,Iris-versicolor
'\'(0.601695-0.669492]\'',0.132781,6.6,2.9,Iris-versicolor
'\'(0.40678-0.533898]\'',0.263815,5.2,2.7,Iris-versicolor
'\'(0.40678-0.533898]\'',-0.260321,5,2,Iris-versicolor
'\'(0.533898-0.601695]\'',0.394849,5.9,3,Iris-versicolor
'\'(0.40678-0.533898]\'',-0.260321,6,2.2,Iris-versicolor
'\'(0.601695-0.669492]\'',0.263815,6.1,2.9,Iris-versicolor
'\'(0.40678-0.533898]\'',0.132781,5.6,2.9,Iris-versicolor
'\'(0.533898-0.601695]\'',0.263815,6.7,3.1,Iris-versicolor
'\'(0.533898-0.601695]\'',0.394849,5.6,3,Iris-versicolor
'\'(0.40678-0.533898]\'',-0.260321,5.8,2.7,Iris-versicolor
'\'(0.533898-0.601695]\'',0.394849,6.2,2.2,Iris-versicolor
'\'(0.40678-0.533898]\'',-0.129287,5.6,2.5,Iris-versicolor
'\'(0.601695-0.669492]\'',0.787951,5.9,3.2,Iris-versicolor
'\'(0.40678-0.533898]\'',0.132781,6.1,2.8,Iris-versicolor
'\'(0.601695-0.669492]\'',0.394849,6.3,2.5,Iris-versicolor
'\'(0.601695-0.669492]\'',0.001747,6.1,2.8,Iris-versicolor
'\'(0.533898-0.601695]\'',0.132781,6.4,2.9,Iris-versicolor
'\'(0.533898-0.601695]\'',0.263815,6.6,3,Iris-versicolor
'\'(0.601695-0.669492]\'',0.263815,6.8,2.8,Iris-versicolor
'\'(0.669492-0.737288]\'',0.656917,6.7,3,Iris-versicolor
'\'(0.533898-0.601695]\'',0.394849,6,2.9,Iris-versicolor
'\'(0.40678-0.533898]\'',-0.260321,5.7,2.6,Iris-versicolor
'\'(0.40678-0.533898]\'',-0.129287,5.5,2.4,Iris-versicolor
'\'(0.40678-0.533898]\'',-0.260321,5.5,2.4,Iris-versicolor
'\'(0.40678-0.533898]\'',0.001747,5.8,2.7,Iris-versicolor
'\'(0.669492-0.737288]\'',0.525883,6,2.7,Iris-versicolor
'\'(0.533898-0.601695]\'',0.394849,5.4,3,Iris-versicolor
'\'(0.533898-0.601695]\'',0.525883,6,3.4,Iris-versicolor
'\'(0.601695-0.669492]\'',0.394849,6.7,3.1,Iris-versicolor
'\'(0.533898-0.601695]\'',0.132781,6.3,2.3,Iris-versicolor
'\'(0.40678-0.533898]\'',0.132781,5.6,3,Iris-versicolor
'\'(0.40678-0.533898]\'',0.132781,5.5,2.5,Iris-versicolor
'\'(0.533898-0.601695]\'',0.001747,5.5,2.6,Iris-versicolor
'\'(0.601695-0.669492]\'',0.263815,6.1,3,Iris-versicolor
'\'(0.40678-0.533898]\'',0.001747,5.8,2.6,Iris-versicolor
'\'(0.09322-0.40678]\'',-0.260321,5,2.3,Iris-versicolor
'\'(0.533898-0.601695]\'',0.132781,5.6,2.7,Iris-versicolor
'\'(0.533898-0.601695]\'',0.001747,5.7,3,Iris-versicolor
'\'(0.533898-0.601695]\'',0.132781,5.7,2.9,Iris-versicolor
'\'(0.533898-0.601695]\'',0.132781,6.2,2.9,Iris-versicolor
'\'(0.09322-0.40678]\'',-0.129287,5.1,2.5,Iris-versicolor
'\'(0.40678-0.533898]\'',0.132781,5.7,2.8,Iris-versicolor
'\'(0.805085-inf)\'',1.705189,6.3,3.3,Iris-virginica
'\'(0.669492-0.737288]\'',0.918985,5.8,2.7,Iris-virginica
'\'(0.805085-inf)\'',1.181053,7.1,3,Iris-virginica
'\'(0.737288-0.805085]\'',0.787951,6.3,2.9,Iris-virginica
'\'(0.805085-inf)\'',1.312087,6.5,3,Iris-virginica
'\'(0.805085-inf)\'',1.181053,7.6,3,Iris-virginica
'\'(0.533898-0.601695]\'',0.656917,4.9,2.5,Iris-virginica
'\'(0.805085-inf)\'',0.787951,7.3,2.9,Iris-virginica
'\'(0.805085-inf)\'',0.787951,6.7,2.5,Iris-virginica
'\'(0.805085-inf)\'',1.705189,7.2,3.6,Iris-virginica
'\'(0.669492-0.737288]\'',1.050019,6.5,3.2,Iris-virginica
'\'(0.669492-0.737288]\'',0.918985,6.4,2.7,Iris-virginica
'\'(0.737288-0.805085]\'',1.181053,6.8,3,Iris-virginica
'\'(0.669492-0.737288]\'',1.050019,5.7,2.5,Iris-virginica
'\'(0.669492-0.737288]\'',1.574155,5.8,2.8,Iris-virginica
'\'(0.669492-0.737288]\'',1.443121,6.4,3.2,Iris-virginica
'\'(0.737288-0.805085]\'',0.787951,6.5,3,Iris-virginica
'\'(0.805085-inf)\'',1.312087,7.7,3.8,Iris-virginica
'\'(0.805085-inf)\'',1.443121,7.7,2.6,Iris-virginica
'\'(0.669492-0.737288]\'',0.394849,6,2.2,Iris-virginica
'\'(0.737288-0.805085]\'',1.443121,6.9,3.2,Iris-virginica
'\'(0.601695-0.669492]\'',1.050019,5.6,2.8,Iris-virginica
'\'(0.805085-inf)\'',1.050019,7.7,2.8,Iris-virginica
'\'(0.601695-0.669492]\'',0.787951,6.3,2.7,Iris-virginica
'\'(0.737288-0.805085]\'',1.181053,6.7,3.3,Iris-virginica
'\'(0.805085-inf)\'',0.787951,7.2,3.2,Iris-virginica
'\'(0.601695-0.669492]\'',0.787951,6.2,2.8,Iris-virginica
'\'(0.601695-0.669492]\'',0.787951,6.1,3,Iris-virginica
'\'(0.737288-0.805085]\'',1.181053,6.4,2.8,Iris-virginica
'\'(0.805085-inf)\'',0.525883,7.2,3,Iris-virginica
'\'(0.805085-inf)\'',0.918985,7.4,2.8,Iris-virginica
'\'(0.805085-inf)\'',1.050019,7.9,3.8,Iris-virginica
'\'(0.737288-0.805085]\'',1.312087,6.4,2.8,Iris-virginica
'\'(0.669492-0.737288]\'',0.394849,6.3,2.8,Iris-virginica
'\'(0.737288-0.805085]\'',0.263815,6.1,2.6,Iris-virginica
'\'(0.805085-inf)\'',1.443121,7.7,3,Iris-virginica
'\'(0.737288-0.805085]\'',1.574155,6.3,3.4,Iris-virginica
'\'(0.737288-0.805085]\'',0.787951,6.4,3.1,Iris-virginica
'\'(0.601695-0.669492]\'',0.787951,6,3,Iris-virginica
'\'(0.737288-0.805085]\'',1.181053,6.9,3.1,Iris-virginica
'\'(0.737288-0.805085]\'',1.574155,6.7,3.1,Iris-virginica
'\'(0.669492-0.737288]\'',1.443121,6.9,3.1,Iris-virginica
'\'(0.669492-0.737288]\'',0.918985,5.8,2.7,Iris-virginica
'\'(0.805085-inf)\'',1.443121,6.8,3.2,Iris-virginica
'\'(0.737288-0.805085]\'',1.705189,6.7,3.3,Iris-virginica
'\'(0.669492-0.737288]\'',1.443121,6.7,3,Iris-virginica
'\'(0.669492-0.737288]\'',0.918985,6.3,2.5,Iris-virginica
'\'(0.669492-0.737288]\'',1.050019,6.5,3,Iris-virginica
'\'(0.737288-0.805085]\'',1.443121,6.2,3.4,Iris-virginica
'\'(0.669492-0.737288]\'',0.787951,5.9,3,Iris-virginica
