@relation 'iris(Tf06KTbDb)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R2'

@attribute 'filtered-0-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-filtered-0-petal width in cm' {'\'(-inf-0.15]\'','\'(0.15-0.25]\'','\'(0.25-0.55]\'','\'(0.55-1.25]\'','\'(1.25-1.35]\'','\'(1.35-1.55]\'','\'(1.55-1.85]\'','\'(1.85-2.05]\'','\'(2.05-2.25]\'','\'(2.25-inf)\''}
@attribute 'unfiltered-unfiltered-sepal width in cm' numeric
@attribute 'unfiltered-unfiltered-petal length in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
0.793012,'\'(1.85-2.05]\'',3.2,5.1,Iris-virginica
0.672249,'\'(1.85-2.05]\'',2.7,5.3,Iris-virginica
1.155302,'\'(2.05-2.25]\'',3,5.5,Iris-virginica
-0.173094,'\'(1.85-2.05]\'',2.5,5,Iris-virginica
-0.052331,'\'(2.25-inf)\'',2.8,5.1,Iris-virginica
0.672249,'\'(2.25-inf)\'',3.2,5.3,Iris-virginica
0.793012,'\'(1.55-1.85]\'',3,5.5,Iris-virginica
2.242172,'\'(2.05-2.25]\'',3.8,6.7,Iris-virginica
2.242172,'\'(2.25-inf)\'',2.6,6.9,Iris-virginica
0.189196,'\'(1.35-1.55]\'',2.2,5,Iris-virginica
1.276066,'\'(2.25-inf)\'',3.2,5.7,Iris-virginica
-0.293857,'\'(1.85-2.05]\'',2.8,4.9,Iris-virginica
2.242172,'\'(1.85-2.05]\'',2.8,6.7,Iris-virginica
0.551486,'\'(1.55-1.85]\'',2.7,4.9,Iris-virginica
1.034539,'\'(2.05-2.25]\'',3.3,5.7,Iris-virginica
1.638355,'\'(1.55-1.85]\'',3.2,6,Iris-virginica
0.430722,'\'(1.55-1.85]\'',2.8,4.8,Iris-virginica
0.309959,'\'(1.55-1.85]\'',3,4.9,Iris-virginica
0.672249,'\'(2.05-2.25]\'',2.8,5.6,Iris-virginica
1.638355,'\'(1.55-1.85]\'',3,5.8,Iris-virginica
1.879882,'\'(1.85-2.05]\'',2.8,6.1,Iris-virginica
2.483699,'\'(1.85-2.05]\'',3.8,6.4,Iris-virginica
0.672249,'\'(2.05-2.25]\'',2.8,5.6,Iris-virginica
0.551486,'\'(1.35-1.55]\'',2.8,5.1,Iris-virginica
0.309959,'\'(1.35-1.55]\'',2.6,5.6,Iris-virginica
2.242172,'\'(2.25-inf)\'',3,6.1,Iris-virginica
0.551486,'\'(2.25-inf)\'',3.4,5.6,Iris-virginica
0.672249,'\'(1.55-1.85]\'',3.1,5.5,Iris-virginica
0.189196,'\'(1.55-1.85]\'',3,4.8,Iris-virginica
1.276066,'\'(2.05-2.25]\'',3.1,5.4,Iris-virginica
1.034539,'\'(2.25-inf)\'',3.1,5.6,Iris-virginica
1.276066,'\'(2.25-inf)\'',3.1,5.1,Iris-virginica
-0.052331,'\'(1.85-2.05]\'',2.7,5.1,Iris-virginica
1.155302,'\'(2.25-inf)\'',3.2,5.9,Iris-virginica
1.034539,'\'(2.25-inf)\'',3.3,5.7,Iris-virginica
1.034539,'\'(2.25-inf)\'',3,5.2,Iris-virginica
0.551486,'\'(1.85-2.05]\'',2.5,5,Iris-virginica
0.793012,'\'(1.85-2.05]\'',3,5.2,Iris-virginica
0.430722,'\'(2.25-inf)\'',3.4,5.4,Iris-virginica
0.068433,'\'(1.55-1.85]\'',3,5.1,Iris-virginica
