@relation 'iris(Tf06KTbDb)-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Standardize-R3-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last-R4-weka.filters.unsupervised.attribute.PartitionedMultiFilter-Fweka.filters.unsupervised.attribute.Discretize -B 10 -M -1.0 -R first-last-R2'

@attribute 'filtered-0-unfiltered-filtered-0-petal length in cm' {'\'(-inf--1.22911]\'','\'(-1.22911--0.894723]\'','\'(-0.894723--0.560335]\'','\'(-0.560335--0.225948]\'','\'(-0.225948-0.10844]\'','\'(0.10844-0.442827]\'','\'(0.442827-0.777215]\'','\'(0.777215-1.111602]\'','\'(1.111602-1.445989]\'','\'(1.445989-inf)\''}
@attribute 'unfiltered-filtered-0-unfiltered-petal width in cm' {'\'(-inf-0.15]\'','\'(0.15-0.25]\'','\'(0.25-0.55]\'','\'(0.55-1.25]\'','\'(1.25-1.35]\'','\'(1.35-1.55]\'','\'(1.55-1.85]\'','\'(1.85-2.05]\'','\'(2.05-2.25]\'','\'(2.25-inf)\''}
@attribute 'unfiltered-unfiltered-unfiltered-sepal length in cm' numeric
@attribute 'unfiltered-unfiltered-unfiltered-sepal width in cm' numeric
@attribute class {Iris-setosa,Iris-versicolor,Iris-virginica}

@data
'\'(-inf--1.22911]\'','\'(0.15-0.25]\'',5.5,4.2,Iris-setosa
'\'(-inf--1.22911]\'','\'(-inf-0.15]\'',4.9,3.1,Iris-setosa
'\'(-inf--1.22911]\'','\'(0.15-0.25]\'',5,3.2,Iris-setosa
'\'(-inf--1.22911]\'','\'(0.15-0.25]\'',5.5,3.5,Iris-setosa
'\'(-inf--1.22911]\'','\'(-inf-0.15]\'',4.9,3.1,Iris-setosa
'\'(-inf--1.22911]\'','\'(0.15-0.25]\'',4.4,3,Iris-setosa
'\'(-inf--1.22911]\'','\'(0.15-0.25]\'',5.1,3.4,Iris-setosa
'\'(-inf--1.22911]\'','\'(0.25-0.55]\'',5,3.5,Iris-setosa
'\'(-inf--1.22911]\'','\'(0.25-0.55]\'',4.5,2.3,Iris-setosa
'\'(-inf--1.22911]\'','\'(0.15-0.25]\'',4.4,3.2,Iris-setosa
'\'(-1.22911--0.894723]\'','\'(0.55-1.25]\'',5,3.5,Iris-setosa
'\'(-1.22911--0.894723]\'','\'(0.25-0.55]\'',5.1,3.8,Iris-setosa
'\'(-inf--1.22911]\'','\'(0.25-0.55]\'',4.8,3,Iris-setosa
'\'(-1.22911--0.894723]\'','\'(0.15-0.25]\'',5.1,3.8,Iris-setosa
'\'(-inf--1.22911]\'','\'(0.15-0.25]\'',4.6,3.2,Iris-setosa
'\'(-inf--1.22911]\'','\'(0.15-0.25]\'',5.3,3.7,Iris-setosa
'\'(-inf--1.22911]\'','\'(0.15-0.25]\'',5,3.3,Iris-setosa
'\'(0.442827-0.777215]\'','\'(1.35-1.55]\'',7,3.2,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.35-1.55]\'',6.4,3.2,Iris-versicolor
'\'(0.442827-0.777215]\'','\'(1.35-1.55]\'',6.9,3.1,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.25-1.35]\'',5.5,2.3,Iris-versicolor
'\'(0.442827-0.777215]\'','\'(1.35-1.55]\'',6.5,2.8,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.25-1.35]\'',5.7,2.8,Iris-versicolor
'\'(0.442827-0.777215]\'','\'(1.55-1.85]\'',6.3,3.3,Iris-versicolor
'\'(-0.560335--0.225948]\'','\'(0.55-1.25]\'',4.9,2.4,Iris-versicolor
'\'(0.442827-0.777215]\'','\'(1.25-1.35]\'',6.6,2.9,Iris-versicolor
'\'(-0.225948-0.10844]\'','\'(1.35-1.55]\'',5.2,2.7,Iris-versicolor
'\'(-0.225948-0.10844]\'','\'(0.55-1.25]\'',5,2,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.35-1.55]\'',5.9,3,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(0.55-1.25]\'',6,2.2,Iris-versicolor
'\'(0.442827-0.777215]\'','\'(1.35-1.55]\'',6.1,2.9,Iris-versicolor
'\'(-0.225948-0.10844]\'','\'(1.25-1.35]\'',5.6,2.9,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.35-1.55]\'',6.7,3.1,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.35-1.55]\'',5.6,3,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(0.55-1.25]\'',5.8,2.7,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.35-1.55]\'',6.2,2.2,Iris-versicolor
'\'(-0.225948-0.10844]\'','\'(0.55-1.25]\'',5.6,2.5,Iris-versicolor
'\'(0.442827-0.777215]\'','\'(1.55-1.85]\'',5.9,3.2,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.25-1.35]\'',6.1,2.8,Iris-versicolor
'\'(0.442827-0.777215]\'','\'(1.35-1.55]\'',6.3,2.5,Iris-versicolor
'\'(0.442827-0.777215]\'','\'(0.55-1.25]\'',6.1,2.8,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.25-1.35]\'',6.4,2.9,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.35-1.55]\'',6.6,3,Iris-versicolor
'\'(0.442827-0.777215]\'','\'(1.35-1.55]\'',6.8,2.8,Iris-versicolor
'\'(0.442827-0.777215]\'','\'(1.55-1.85]\'',6.7,3,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.35-1.55]\'',6,2.9,Iris-versicolor
'\'(-0.225948-0.10844]\'','\'(0.55-1.25]\'',5.7,2.6,Iris-versicolor
'\'(-0.225948-0.10844]\'','\'(0.55-1.25]\'',5.5,2.4,Iris-versicolor
'\'(-0.225948-0.10844]\'','\'(0.55-1.25]\'',5.5,2.4,Iris-versicolor
'\'(-0.225948-0.10844]\'','\'(0.55-1.25]\'',5.8,2.7,Iris-versicolor
'\'(0.442827-0.777215]\'','\'(1.55-1.85]\'',6,2.7,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.35-1.55]\'',5.4,3,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.55-1.85]\'',6,3.4,Iris-versicolor
'\'(0.442827-0.777215]\'','\'(1.35-1.55]\'',6.7,3.1,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.25-1.35]\'',6.3,2.3,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.25-1.35]\'',5.6,3,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.25-1.35]\'',5.5,2.5,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(0.55-1.25]\'',5.5,2.6,Iris-versicolor
'\'(0.442827-0.777215]\'','\'(1.35-1.55]\'',6.1,3,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(0.55-1.25]\'',5.8,2.6,Iris-versicolor
'\'(-0.560335--0.225948]\'','\'(0.55-1.25]\'',5,2.3,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.25-1.35]\'',5.6,2.7,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(0.55-1.25]\'',5.7,3,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.25-1.35]\'',5.7,2.9,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.25-1.35]\'',6.2,2.9,Iris-versicolor
'\'(-0.560335--0.225948]\'','\'(0.55-1.25]\'',5.1,2.5,Iris-versicolor
'\'(0.10844-0.442827]\'','\'(1.25-1.35]\'',5.7,2.8,Iris-versicolor
'\'(1.111602-1.445989]\'','\'(2.25-inf)\'',6.3,3.3,Iris-virginica
'\'(0.442827-0.777215]\'','\'(1.85-2.05]\'',5.8,2.7,Iris-virginica
'\'(1.111602-1.445989]\'','\'(2.05-2.25]\'',7.1,3,Iris-virginica
'\'(0.777215-1.111602]\'','\'(1.55-1.85]\'',6.3,2.9,Iris-virginica
'\'(1.111602-1.445989]\'','\'(2.05-2.25]\'',6.5,3,Iris-virginica
'\'(1.445989-inf)\'','\'(2.05-2.25]\'',7.6,3,Iris-virginica
'\'(0.10844-0.442827]\'','\'(1.55-1.85]\'',4.9,2.5,Iris-virginica
'\'(1.111602-1.445989]\'','\'(1.55-1.85]\'',7.3,2.9,Iris-virginica
'\'(1.111602-1.445989]\'','\'(1.55-1.85]\'',6.7,2.5,Iris-virginica
'\'(1.111602-1.445989]\'','\'(2.25-inf)\'',7.2,3.6,Iris-virginica
'\'(0.442827-0.777215]\'','\'(1.85-2.05]\'',6.5,3.2,Iris-virginica
'\'(0.777215-1.111602]\'','\'(1.85-2.05]\'',6.4,2.7,Iris-virginica
'\'(0.777215-1.111602]\'','\'(2.05-2.25]\'',6.8,3,Iris-virginica
'\'(0.442827-0.777215]\'','\'(1.85-2.05]\'',5.7,2.5,Iris-virginica
'\'(0.442827-0.777215]\'','\'(2.25-inf)\'',5.8,2.8,Iris-virginica
'\'(0.777215-1.111602]\'','\'(2.25-inf)\'',6.4,3.2,Iris-virginica
'\'(0.777215-1.111602]\'','\'(1.55-1.85]\'',6.5,3,Iris-virginica
'\'(1.445989-inf)\'','\'(2.05-2.25]\'',7.7,3.8,Iris-virginica
'\'(1.445989-inf)\'','\'(2.25-inf)\'',7.7,2.6,Iris-virginica
'\'(0.442827-0.777215]\'','\'(1.35-1.55]\'',6,2.2,Iris-virginica
'\'(0.777215-1.111602]\'','\'(2.25-inf)\'',6.9,3.2,Iris-virginica
'\'(0.442827-0.777215]\'','\'(1.85-2.05]\'',5.6,2.8,Iris-virginica
'\'(1.445989-inf)\'','\'(1.85-2.05]\'',7.7,2.8,Iris-virginica
'\'(0.442827-0.777215]\'','\'(1.55-1.85]\'',6.3,2.7,Iris-virginica
'\'(0.777215-1.111602]\'','\'(2.05-2.25]\'',6.7,3.3,Iris-virginica
'\'(1.111602-1.445989]\'','\'(1.55-1.85]\'',7.2,3.2,Iris-virginica
'\'(0.442827-0.777215]\'','\'(1.55-1.85]\'',6.2,2.8,Iris-virginica
'\'(0.442827-0.777215]\'','\'(1.55-1.85]\'',6.1,3,Iris-virginica
'\'(0.777215-1.111602]\'','\'(2.05-2.25]\'',6.4,2.8,Iris-virginica
'\'(1.111602-1.445989]\'','\'(1.55-1.85]\'',7.2,3,Iris-virginica
'\'(1.111602-1.445989]\'','\'(1.85-2.05]\'',7.4,2.8,Iris-virginica
'\'(1.445989-inf)\'','\'(1.85-2.05]\'',7.9,3.8,Iris-virginica
'\'(0.777215-1.111602]\'','\'(2.05-2.25]\'',6.4,2.8,Iris-virginica
'\'(0.442827-0.777215]\'','\'(1.35-1.55]\'',6.3,2.8,Iris-virginica
'\'(0.777215-1.111602]\'','\'(1.35-1.55]\'',6.1,2.6,Iris-virginica
'\'(1.111602-1.445989]\'','\'(2.25-inf)\'',7.7,3,Iris-virginica
'\'(0.777215-1.111602]\'','\'(2.25-inf)\'',6.3,3.4,Iris-virginica
'\'(0.777215-1.111602]\'','\'(1.55-1.85]\'',6.4,3.1,Iris-virginica
'\'(0.442827-0.777215]\'','\'(1.55-1.85]\'',6,3,Iris-virginica
'\'(0.777215-1.111602]\'','\'(2.05-2.25]\'',6.9,3.1,Iris-virginica
'\'(0.777215-1.111602]\'','\'(2.25-inf)\'',6.7,3.1,Iris-virginica
'\'(0.442827-0.777215]\'','\'(2.25-inf)\'',6.9,3.1,Iris-virginica
'\'(0.442827-0.777215]\'','\'(1.85-2.05]\'',5.8,2.7,Iris-virginica
'\'(1.111602-1.445989]\'','\'(2.25-inf)\'',6.8,3.2,Iris-virginica
'\'(0.777215-1.111602]\'','\'(2.25-inf)\'',6.7,3.3,Iris-virginica
'\'(0.777215-1.111602]\'','\'(2.25-inf)\'',6.7,3,Iris-virginica
'\'(0.442827-0.777215]\'','\'(1.85-2.05]\'',6.3,2.5,Iris-virginica
'\'(0.777215-1.111602]\'','\'(1.85-2.05]\'',6.5,3,Iris-virginica
'\'(0.777215-1.111602]\'','\'(2.25-inf)\'',6.2,3.4,Iris-virginica
'\'(0.442827-0.777215]\'','\'(1.55-1.85]\'',5.9,3,Iris-virginica
